flyback_fraction,amplitude_error_eps,v_pi_V,operating_conversion_efficiency,operating_csr_dB,flyback_ssr_model_dB,forward_modulation_depth,reverse_modulation_depth
0.01,0.0,7.702486054266358,0.9799735713779817,135.8903566095443,40.0,0.9999999997071622,0.999996359371771
0.01,0.01,7.702486054266358,0.9791986509801414,39.99657177016296,40.0,0.9999999997071622,0.999996359371771
0.01,0.02,7.702486054266358,0.9777765070560889,34.05952246156255,40.0,0.9999999997071622,0.999996359371771
0.03,0.0,7.702486054266358,0.9398082917209342,139.69709328564267,30.45757490560675,0.9999999997071622,0.999996359371771
0.03,0.01,7.702486054266358,0.938185736827709,39.810745753990986,30.45757490560675,0.9999999997071622,0.999996359371771
0.03,0.02,7.702486054266358,0.9359375449014873,33.869589139689516,30.45757490560675,0.9999999997071622,0.999996359371771
0.1,0.0,7.702486054266358,0.7996125630612985,149.1428461149133,20.0,0.9999999997071622,0.999996359371771
0.1,0.01,7.702486054266358,0.795498387818243,39.09424992141993,20.0,0.9999999997071622,0.999996359371771
0.1,0.02,7.702486054266358,0.7908454588008624,33.138036082028194,20.0,0.9999999997071622,0.999996359371771
